name,rating,text,resp,gmap_id
Jennifer Sticht,1,The Staff Is Terrible We Stopped By On A Saturday To See What Was Available We Waited Outside As Asked While Another Person Was Shown A Unit When It Was Our Turn We Were Given A Floor Plan Sheet And A Price Sheet And Rushed Out So She Could Help The People Who Came In After Us We Decided To Apply Before Seeing The Unit Because There Was Only One Left Of That Model And We Didnt Want To Loose Out We Payed The High App Fee Of 4912 Per Person Plus A Holding Deposit We Were Denied 24 Hours Later And Now We Have To Wait For Our Money To Be Returned Until They Process It My Options To Get It Back Are Drive 30 Minutes Away Or Wait For It To Be Mailed Skip Applying Here And Go Down The Street To The Broadleaf Apartments They Are Much More Friendly To Everyone It Has Been 72 Hours Since We Applied And 48 Hours Since We Were Denied And We Have Not Received Our Holding Deposit Back Nor Have We Been Notified It Was Mailed Or That We Could Pick It Up The Management Company For This Complex Has Horrible Reviews As Well Fpi Management In Folsom Ca Look Them Up And Stay Far Far Away From The Thieves Here,Time 1576087139833 Text Hi Jennifernthank You For Notifying Us Regarding Your Experience On Saturday We Are Currently In The Process Of Training New Staff Members And I Will Definitely Discuss Your Feedback With My Leasing Team I Sincerely Apologize That You Had To Wait Saturdays Are Typically A Busy Days For Tours And There Was Another Tour Scheduled Prior To Your Arrival Since We Only Have One Staff Member On Saturdays Our Tours Are Usually Scheduled Ahead Of Time For The Daynnyour Application Was Processed On Monday Morning Unfortunately We Were Unable To Move Forward With Your Application And We Immediately Called To Give You Your Options Since You Submitted Your Application And Paid Your Holding Deposit Online We Are Unable To Process Your Refund Here At The Propertys Office We Submitted Your Refund Request To Our Corporate Office On Monday Morning As Soon As We Completed Our Phone Conversation With You By California Law Refunds Of Holding Deposits Must Be Refunded Within 21 Days Of Submission However Based On What You Expressed With My Staff Member Regarding Your Demand For An Immediate Refund We Have Expedited The Process I Expect A Check To Be Available For Pick Up Today After 100Pm I Will Personally Be Calling You To Confirm The Check Is Ready For Pick Up At Our Willcall Desk The Minute I Am Notifiednnfpi Management Has A Great Reputation In The Property Management Field Across The Country Additionally Fpi Is Ranked Number One In California Among All Thirdparty Property Management Companies And We Take And Pride In Who We Are And Who We Representnnwe Are Thankful That You Decided To Apply Here At Ashford Park And Apologize That We Were Unable To Moveforward However We Are Glad That You Were Able To Find A Home Elsewhere If You Need Anything Further Or Have Any Additional Questions Please Contact Our Leasing Office During Regular Business Hoursnni Will Be Contacting You Shortly Once I Have Confirmation Your Check Is Ready To Pick Upnnsamantha Bankstonnashford Parkncommunity Director,0X809Ace1593B6D5E50X9E020Cfc7C119F7
Big T,1,Ive Been To The Bread Store Twice Now And Have Found The Service To Be Appallingly Disrespectful Its As If A Customer Is A Source Of Annoyance For Their Increadably Unengaged Staff No Welcome No Smile No Hello Nothing I Would Fire These People Instantaneously If They Work For Me,Sin Dato,0X809Ad0Da5D90281D0X2D7F1343552642E
Dat2Ra,1,I Needed A Thermostat For The Ice Maker In My Whirlpool Fridge These Guys Said That They Are Not Available Separately And That Id Have To Buy A Whole New Unit For 160 Plus Tax I Found The Thermostat At Another Store In Sac For 25 Otd As Well Whirlpool Sells New Ice Makers On Line For 85 Including Shipping They Are Also Available For As Little As 40 As Discount Shops Really Standard You Lie That The Thermostat Is Not Available Then Try To Charge Double What Whirlpool Does For The Entire Unit Ill Never Go Back,Sin Dato,0X809Ad0E0C90252150X494B3D525D05572
Carrie Hopping,1,I Needed To Print 2 Shipping Labels And It Cost Me Over 7 I Went Across The Street To Fed Ex To Print 2 Pages And It Cost Me 30 Cents Do Not Get Robbed By That Over Priced Computer They Point You Toalso They Wanted 24 To Send My Package And Fedex Wanted 14 For The Same Package They Blamed Ups On The Printing Situation But Fedex Seemed To Figure It Out Why Cant Ups They Are Making A Killing Of Printing Labels On Their Computer,Time 1625403451055 Text Hi Carrie We Apologize That You Did Not Have A Pleasant Experience With Us The Computer Rental Is A Service We Offer For Our Customers That Choose To Print Their Label Through Us We Love Being A Part Of The Natomas Community And Do Our Best To Keep Our Prices Competitive The Nominal Charge Represents The Costs For The Paper Copier Labor And Computer Charges Amongst Indirect Fees Incurred To Do Businesses To Avoid The Charge All Customers Have The Option To Bring Their Shipment To Tupss Properly Packed Taped Labeled And Ready For Pickup By The Ups Driver As For The Shipping Cost Those Rates Come Direct From Ups And We Do Not Have Any Control On Them We Hope You Will Reconsider Your Decision And Visit Us Again Thank Youruby,0X809Ad63Ec1Bcb2150X7Af8Ef7A0458C5A
Angelina Torres,1,Sin Dato,Sin Dato,0X809Ad758F2611D690Xbac6Fa05C532D14
Rudy Langley,1,Sin Dato,Sin Dato,0X809Ad758F2611D690Xbac6Fa05C532D14
Nicci Kali,1,Sin Dato,Sin Dato,0X809Ad758F2611D690Xbac6Fa05C532D14
Bregina Blackmon,1,Food Wasnt Hot Wasnt Even Warm I Dont Think He Gave My Card Back Or A Receipt And Was On His Phone While Im Tryin To Pay But He Did Make Me Smile,Sin Dato,0X809Ad758F2611D690Xbac6Fa05C532D14
Fairo Ramirez,1,Sin Dato,Sin Dato,0X809Ad758F2611D690Xbac6Fa05C532D14
Tiff,1,Sin Dato,Sin Dato,0X809Ad83B16574C190X2F32789867D18B6
Miro Shileff,1,This Place Sucks,Time 1600281573772 Text Hi Miro Sorry You Had A Less Than Perfect Experience Can You Give Us A Little Feedback So We Can Improve Also Please Send Us An Email To Sanctuarysacgmailcom To See If We Can Do Something To Correct The Situation  We Really Strive To Give Each Customer The Best Experience They Can Have Stay Safe,0X809Ad83B16574C190X2F32789867D18B6
Alexandria Eaton,1,Horrible Service For The Return Of A Honey Leaf Cart Half Gram Didnt Even Want Money Back Just Wanted To Get A New One Or That Money Off My Purchase Spent Lots Of  There Every Week No More,Time 1600281663375 Text Hi Alexandria Were Really Sorry You Had A Less Than Perfect Experience Can You Give Us A Little Feedback So We Can Improve Also Please Send Us An Email To Sanctuarysacgmailcom To See If We Can Do Something To Correct The Situation  We Really Strive To Give Each Customer The Best Experience They Can Have Stay Safe,0X809Ad83B16574C190X2F32789867D18B6
Tanya Rodriguez,1,Do Go Here I Was Quoted 000 Price When I Made My Appointment On The Phone And When I Got There They Stated To Check The Code For The Check Engine Light Would Cost Me 12500 When I Told Him What Was Told To Me On The Phone He Stated I Probably Spoke To Corporate And They Are Independently Owned And Set Their Own Prices I Asksd Him Your Meineke Rite Businessesplease Dont Use A Franchise Name If You Are Not Going To Follow Their Guidelines Call Yourself Bobs Or Whatever The Hell Your Name Is Scammersand Will Take You Money,Time 1548871606139 Text We Are Sorry To Learn That Your Recent Visit Here Did Not Meet Your Expectations Tanya And Were Discouraged You Didnt See The Value In Our Services Here At Our Meineke We Take Great Pride In Offering Work That Is Reliable And Of Highquality So We Hope You Will Consider Giving Us Another Opportunity To Assist You In The Future Thank You,0X809Ad89E08D325630X76D51F73F967940
Dawn Cappell,1,Beware I Took My Dog There Because No One Else Had Any Openings For 3 Weeks I Should Have Known When Doggie Style Had A Selection Of Times Available For The Very Next Day I Was Very Specific In What I Wanted And Needed Done When I Picked Her Up She Looked Nice But I Basically Paid For A Wash And Comb Out When I Was Dissatisfied The Owners Husband Was Pissed And Took My Dog To The Table And Closed The Door I Could See How Rough He Was Being With Her And Wanted To Break Through The Glass And Treat Him Accordingly He Chopped Her Hair And Cut Her Gorgeous Eyelashes Which Was One Of The Specifications Not To Do She Had An Uneven Cocker Spaniel Cut I Couldnt Wait To Get Out Of There When I Called To Talk To The Owner I Found Out That It Was Her Husband That Had Been The One That Was So Rude And Unprofessional Later The Daughter The Talented Groomer Called Me And Proceeded To Defend Her Fathers Actions Seriously Do You Think This Is The First Time Ive Ever Had My Dog At The Groomers Maybe The First Time Ive Ever Had Such A Disdain For A Groomer Before So To Put It Mildly Dont Take Your Dog There Unless Youre Guaranteed That The Daughter Will Do The Work,Sin Dato,0X809Ad8Ec78Bb63630Xd635F2Dc42Ebbc0
Porter Davis,1,Sin Dato,Sin Dato,0X809Ada24Cd3510C30X5246378D2B7280F
Francisco Herrera,1,Sin Dato,Time 1522077823040 Text Hello Francisco We Have Tried To Reach Out To You Privately A Number Of Times We Cannot Find You In Our Customer Database And Would Like To Talk To You To See What Went Wrong In Any Transcation You May Have Had With Us Please Contact Us Soon Thank You,0X809Ada9235B000230Xa5B1Dc682Fdd41A
Vodo Tamanalevu,1,They Are Now Closed On Saturday And Sunday,Sin Dato,0X809Adb2F13A328Fb0Xbd178E86B68A163
Uri Schorch,1,Employees Are Rude,Sin Dato,0X809Adce0E954722D0Xa129B8F36017F4D
Mike Product Reviews By Mike Mccune,1,Horrible Customer Service Warranty Issues Are A Nightmare To Navigate,Sin Dato,0X809Add1Ead5798530X294010E60C40Ee8
Mrb 55,1,Ok Two Cheeseburgers And Two Fries All For Only 28 Drinks Were Extra Their Regular Hamburger Is Actually A Double Patty That They Dont Tell You About Ahead Of Time Presumably So They Can Charge You More For It We Wont Be Back,Sin Dato,0X809Add83E782C5410X7De9Ceb25Aa50Fa
Hollywood Glam,1,Sin Dato,Sin Dato,0X809Add83E782C5410X7De9Ceb25Aa50Fa
Abelardo Lopez,1,Sin Dato,Sin Dato,0X809Add83E782C5410X7De9Ceb25Aa50Fa
Zyler Hartman,1,So Mediocre And Overpriced I Really Dont Get What The Appeal Is I Dont Know How They Stay In Business,Sin Dato,0X809Add83E782C5410X7De9Ceb25Aa50Fa
Cindy Red,1,I Live Near Here Its Not So Much The Golf Course Its The Fact That The Owner For The Last 100 Years Sold Property Ive Read That They Are Planning On Building Housing Track Project Here This Should Be An Open Space For The Many Native Plants Oaks  Animals I Heard Bird On The Golf Course Ive Never Heard Before In The 50 Years Ive Lived In Sactown The Canadian Geese Are Here Now They Are Beautiful Animals And I Really Enjoy The Sound Of Their Squawking They Let Everyone Know They Have Arrived For Some Reason Ive Seen A Few Sand Hill Cranes And An Egret They Need To Keep Large Green Space For The Native Animals Whats Up With Our City Planner,Sin Dato,0X809Ade2E5912C3E30Xcaedd9682E73C61
Spyder Mcgee,1,Worst Receptionist Ive Ever Known,Sin Dato,0X809Ade960D50372B0Xfd2C32Bfecb6E72
Gina Lano,1,No Call Back Regarding Warranty And Clearly Bad Service Using Bad Parts,Sin Dato,0X809Adf670F9Ebb330Xfabee659873C138
Work In Progress,1,This Place Smells Stayed In The Suit And The Sheets Were Dirty No Refrigerator No Trash Cans Towels Had Stains Called Down To Front Desk And Had To Ask For A Refrigerator Apparently Its Not Provided Maid Was Nice But Seemed A Little Frustrated With The Request Not Sure If It Was At Us Or Her Disapproval Of How The Room Was Before We Paid We Asked What The Charges Were Going To Be He Said He Couldnt Tell Us Never Provided A Reason Why And Ran The Card Paid 275 For One Night Plus 100 Cleaning Deposit For Saturday To Sunday This Room Should Be No More Than 200 I Would Avoid This Place Find Another Spot,Time 1627022579566 Text Were Sorry For Your Experience At A Different Establishment We Are Not The Hotel Do Not Rent Hotel Rooms Have Dirty Sheets Towels Etc Were Not Associated With The Hotel We Are Our Own Business And We Provide Great Customer Service To Our Patrons Please Remove This Post Because You Were Not Our Client And We Want Our Reputation To Represent Our Services Not That Of Others,0X809B1F669583B1Ab0Xdd77Eda42B40A38
Rocky Verdugo,1,Sin Dato,Sin Dato,0X809B203F1D12Ddd30X6172524943D5F3C
Jason Voorhees,1,Sin Dato,Sin Dato,0X809B2747B46E7Ae30Xe980Ed69977E5F3
Anthony Martinez,1,The Only Reason It Got 1 Star Is Because I Couldnt Put Less Stay Away,Sin Dato,0X809B2747B46E7Ae30Xe980Ed69977E5F3
Allison Veasey,1,Sin Dato,Sin Dato,0X809B2747B46E7Ae30Xe980Ed69977E5F3
Robert Harvey,1,10 Shoppers Without Masks 2 Store Employees Without Masks Management Could Fix By Establishing A Policy Of No Mask No Checkout Just Like A Restaurant No Shoes No Shirt No Service Just My Opinion,Sin Dato,0X809B2747B46E7Ae30Xe980Ed69977E5F3
Carla Robinson,1,There Are Overpriced,Time 1564006095700 Text Thank You For Taking The Time To Share Your Review We Are Continually Working To Provide The Best Fresh Products At Fair And Consistent Pricing I Encourage You To Try Some Of Our Specials Including Our 5 Monday Offers We Look Forward To Seeing You Again Soon,0X809B29Dfac2A1B8D0Xc76143F51061A3C
Dustin Hawley,1,Nasty,Sin Dato,0X809Cd4A07985A7670Xba21E2262Fe247D
Vicki Ortega,1,I Cant Really Comment On The Food Because I Only Had A Salad Waited Over An Hour And A Half For My Food But I Had To Leave For Work So I Didnt Get To Eat Service Was Slow And They Had A Lot Of Items On The Menu But Did Not Have A Full Menu There Was Food Advertised On The Walls But Not In Stock We Were The Only Ones In The Restaurant So I Dont Know Why Service Was So Slow This Is Not A Place I Would Recommend,Sin Dato,0X80C2473Fbfded14F0X7Dbfe34B5029030
Hildaelisa Maya,1,Edit I Came In To Get My Eyebrows Waxed And Asked The Young Lady To Just Clean Them Up When She Finished My Eyebrows Were Significantly Thinner Than Before And She Even Changed The Shape Of One Of Them She Replied With But They Look Good Plus There Was Only One Wax Stick In The Used Materials That She Threw Away They Doubledip The Wax Sticks,Sin Dato,0X80C25623Ab6Ded870X33B645D78E5C28F
Rosie Lopez,1,First Time Ive Ever Been Here Got A Full Set As Soon As I Got Home One Broke Its Been A Week And Ive Had Three Broken Nails I Honestly Just Gave Up On Going Back When I Was There I Seen Three Girls Go In For A Broken Nail Ive Never Had A Full Set Last Me Only A Week This Will Be The Last Time I Go There,Sin Dato,0X80C25623Ab6Ded870X33B645D78E5C28F
Angela Altamirano,1,Horrible Nails They Started To Lift And Fell Off In A Week My Pedicure Gave Me Athletes Feet They Never Clean There Pedicure Tools Customer Service Is Horrible Never Ever Go Here You Will Come Out Infected Horrible They Should Be Closed Down,Sin Dato,0X80C25623Ab6Ded870X33B645D78E5C28F
Keeandra Casey,1,Sin Dato,Sin Dato,0X80C2582Ec48779690X35Cfb5033435968
Dash Performance,1,Sin Dato,Sin Dato,0X80C25A61F78651Df0Xc15D8Bbef568Bdf
Jesse Morales,1,Fries And Burgers Meat Are Always Over Salted And For The Last 4 Weeks The Service Is Rude  Ive Being Going To This Place For Over 20 Years One Or Twice A Day  But For Some Reason  The New People Is Rude And Puts A Lot Of Salt On The Fries And Meat  Im Very Disappointed That This Has Happened,Sin Dato,0X80C284B278C7E39F0X8944D6F3F181376
Larissa Vail,1,I Called Got An Over The Phone Quote He Said He Would Have To See Car In Person To Confirm So I Brought The Car And He Confirmed The Agreed On Price But Didnt Have Time To Do It That Day So I Called A Few Days Later And He Says He Is Busy At The Moment Finishing Up A Seat I Then Say Will You Be Able To Do It At All That Day He Said He Could Have It Done By 7Pm That Night But Dont Drop Car Off Yet He Will Call Me When He Was Done With The Seat Later That Day That Was Over A Week Ago,Sin Dato,0X80C28661616E4Dd90X93E77753F5F82D9
Aaron Herrington,1,Poor Management On The Graveyard Shift You Report Thieves And The Next Day You Get A Call Not To Come In Anymore,Sin Dato,0X80C287Cd17B0418B0Xdeb2802125E1A8C
Victor Mernelko,1,Very Rude Guy,Sin Dato,0X80C287Cf9B0Bdfb50Xd642E8722Ce71B0
Jeff Petree,1,Carwash Sucked Vacuum Didnt Wont Be Going There Again Cashier Didnt Care,Sin Dato,0X80C288F169718Ed90X1A83D12E8Aff0D1
Roberto Valladares,1,Sin Dato,Sin Dato,0X80C288F169718Ed90X1A83D12E8Aff0D1
Brianna Mendoza,1,Sin Dato,Sin Dato,0X80C28E299F328Cab0Xce57Db4Ea9847Ad
Oscar Robles,1,The Food Was Very Bland No Flavor Will Not Return,Sin Dato,0X80C29031308C5A990Xaaa92B0C588F6Ef
Lory,1,Sin Dato,Sin Dato,0X80C290478Efddb3D0X21057B982Ec1973
Robert Figueroa,1,Store Was Dirty Bathroom Was Gross,Sin Dato,0X80C290478Efddb3D0X21057B982Ec1973
Dolores Leon,1,This Kiosk Does Not Do Replacement Stickers,Sin Dato,0X80C2919A4821B05F0X6Dd751B463B11F8
Progamer Code Progamercodex,1,The Staff Here Refused Treatment To Me After Having Switched To Them As My Healthcare Provoder Is That Legal I Have Their Email Stating Such,Sin Dato,0X80C294347B326B070X21B50Dcda4A1E29
Oh Yaseen,1,Sin Dato,Sin Dato,0X80C295506F96C58B0X62Fac5Bfb3Fb50C
Marcus Beltran,1,The Male Employees Follow You Around They Make You Fell Uncomfortable I Rather Go To A Different Storevictory And Th Nunca Store 5574,Sin Dato,0X80C295C5734D06750X5430Cddc920Caa8
Tyrone Polk,1,Horrible Experience Since Signing Up For Promo Bad And Erroneous Billing The Staff Are Unprofessional And They All Make Up Something To Calm The Situation Earlier It Was Agreed To Give Me A Bundle Pack  I Have To Leave A Leading Network For Att And Thats A Mistake I Regret I Receieved Multiple Bills And They All Talk About Different Amounts Im A Senior Artist And I Need Internet To Create Art The Network Is Slow As These Att People I Dont Recommend This To Anyone,Sin Dato,0X80C295Dceec3A48B0Xef433907Fe12621
Dusty Wood,1,Dont Bs The Customer And Say Support Will Help You Connect Your Phone The Day It Arrives In Person Cause That Definitely Didnt Happen,Time 1599071732854 Text Hello Dusty This Is Not The Experience We Wanted You To Have We Want All Of Our Customers To Be Given Exceptional Service Every Visit We Will Work With Our Employees To Ensure You Are Provided With The Customer Service You Deserve,0X80C295Dceec3A48B0Xef433907Fe12621
Artem At,1,Just Money Mafia I Paid 85 For Visit To Doctor And Today Come Back For Advice I Was So Sick This Guys Told Me I Gotta Paid Again 85 For Advice I Got Shake Want Only Money And Dont Care About You All I Learned From The Doctor Is That I Do Not Need To Drink Coffee I Know About It,Sin Dato,0X80C295F26F7660610Xbc02E3F4C4C9F1D
Shawn Anderson,1,Weak On All Accounts Food Was Barely A Step Above Cafeteria Food Grilled Artichoke Hearts Were Cold In The Middle And Very Bland Linguine With Clams Was Cheap Canned Clams Tossed On Overcooked Noodles Garlic Bread Cost Extra And Was Again Low End Bread With No Taste Staff Was Adequate But Had A Chronic Apologetic Air Them They Know Atmosphere And Crowd Is Part Shakeys Part Truck Stop Ive Eaten A Lot Of Italian And Never Felt Compelled To Leave A Bad Review As Even The Average Food Is Delicious Not So Here Cant Believe I Spent Money For Such A Weak Experience,Sin Dato,0X80C2965134Bfb0550X36864175D58Fb1A
Fred Sepulveda,1,Love The Food Service Is Great Our Waiters Were Wonderful But Thanks To The Host Amy I May Never Come Back The Only Reason Why We Figured Out Her Name Was Asking One Of The Other People Amy Refused To Answer What Her Name Was And Refused To Get A Manager 5 Of Us Came Here And They Sat Us Down In A Booth Built For 3 So We Politely Asked If We Can Move To A Bigger Table Simple Request But Good Ole Host Amy Decided To Cough Up An Attitude And Refused To Give Us A Table Because As She Said That The Table We Wanted Is For 7 People Well Its 5Pm And The Restaurant Is Nearly Empty And You Decide To Cough Up An Attitude Arguing About Giving Us A Table That We Can Actually Fit In Mind You While We Are Talking They Are Sitting Couples At Tables Built For Parties Of 6 But No Problems There We Dont Deserve This Weve Been Coming Here For Years And This Is The Kind Of Attitude You Give Us Amy Well I Hope Your Boss Reads This Because Amyyou Desperately Need An Attitude Adjustment,Sin Dato,0X80C2965134Bfb0550X36864175D58Fb1A
Robert Neville,1,Simply Awful Cardboard Pizza And Terrible Service Owner Is A Rude Jerk No Wonder The Other Locations Have All Closed Because They Sucked Too Avoid This Dump,Sin Dato,0X80C2965134Bfb0550X36864175D58Fb1A
Joe Ramblaz Ramblazmultimedia,1,I Took For An Oil Change And They Stained The Inside Of My Car,Sin Dato,0X80C296792F1A3A9F0X94Bc72F2C0F0F8E
Jk Smith,1,Best Thing You Can Do Is Get Your Estimate And Drive Away From This Place If It Sounds To Good It Is Sloppy Workmanship,Sin Dato,0X80C296811B0463Ef0X9Bedff5B674A470
Ash H,1,The Wait Is Too Long You Have To Get There 30 Mins Before Your Appointment Or Else It Gets Cancelled But They Also Make You Wait Over An Hour Past Your Appointment Time Without Incurring Penalties For Themselves,Sin Dato,0X80C2968B7C163A910X984Ef28C4C5Afa2
E D,1,Bad Service Unprofessional People Specially Appointments Making Operator,Sin Dato,0X80C2968B7C163A910X984Ef28C4C5Afa2
Faviola Ixtlahuac,1,Very Rude,Sin Dato,0X80C296A1A8C7Dc550X1187Acc08A2C31D
Cyndie Stout,1,Sin Dato,Time 1599172537037 Text Hi Cyndie Stout We Truly Appreciate Your Honest Feedback If You Are Willing To Give Us Another Chance Please Contact Us At Shermancircleallrescocom So We Can Understand Your Situation Better In Order To Try And Turn Your Experience Around,0X80C297180F4F2F4B0X1087D885Caaa99C
Michael Diehl,1,I Went In There For A Seizure And Had About Another 15 While Sitting In The Freaking Waiting Room For 6 Hours And Being Told That I Was At The Top Of The List To Be Seen That Place Is A Sick Joke I Dont Even Feel Right Right Now Because I Couldnt Stay There Anymore There Was Only One Nice Person In There I Dont Even Know His Name But If I Would I Have Put Him In Employee Of The Month Award,Sin Dato,0X80C2976Ad25555550Xd60785E693202E7
Ivan Angeles,1,Sin Dato,Sin Dato,0X80C29794C80970710X83Eca8Ad4Cef2F0
Don Matarratas,1,Translated By Google Very Expensive Parking Original Muy Caro El Estacionamiento,Sin Dato,0X80C29794C80970710X83Eca8Ad4Cef2F0
Roy W,1,Rip Off Mall That Only Caters To The Weathlyeverything Is Overpriced Here,Sin Dato,0X80C29794C80970710X83Eca8Ad4Cef2F0
Charles Pickett,1,For Some Reason 24 Hour Fitness Finds A Way To Turn Off The Hot Water And Leave Empty Soap Containers In The Showers On A Regular Basis These Days But They Never Ever Ever Miss Taking Your Monthly Payment Out Of Your Checking Account Or Raising The Monthly Rate Without Informing You,Sin Dato,0X80C29794C80970710X83Eca8Ad4Cef2F0
Amy J Delevingne,1,Other Then A Cheesecake Factory Theirs Nothing Here Just Go To The Westfield Topanga Mall Or The Americana This Galleria Has Nothing To Offer,Sin Dato,0X80C29794C80970710X83Eca8Ad4Cef2F0
Robert Neville,1,Complete Dive Dump Filled With Drunken Scumbag Druggies,Sin Dato,0X80C297Cf29404B0D0X6E202566658A1B2
Fardin Kz,1,Sin Dato,Sin Dato,0X80C2990550392A490Xb9C324A17Bd3E65
Sadegh Khamooshi,1,I Am More Than 10 Years Customer Of Ais For My Auto Insurance On May 8 2019 I Requested An Umbrella Insurance From Ais Auto Insurance I Asked Them I Need 5 Million Coverage With 5 Million Uninsured Motorist They Sent Me A Very Basic Quote That Showed The Price They Assigned Me Client  5049518 They Sent Me An Application Via Doc To Sign I Told Them Before Sign Anything I Need The Declaration Of The Policy That You Want To Sell It To Me With Details I Said I Have To Send That One To My Attorney For Review They Said I Have To Purchase And Then Read It I Told Them If You Want To Purchase A Product Or Service You Are Entitled To Know Before Pay I Said When You Want To Purchase A Car You Do The Test Drive Finally After So Many Calls I Spoke With The Supervisor On May 14 2018 She Said She Will Email Me The Provisions Of The Policy I Sent Those 8 Pages To My Attorney And He Reviewed That One On May222019 I Called Ais And I Said My Attorney Reviewed The Provision Of The Policy And I Want To Purchase It I Signed Application Via Doc To Sign And I Paid Full And I Purchased The Policy When I Received The Actual Policy I Found Out Ais Cheated To Me And Gave The Quote For 5 Million Uninsured Motorists But They Sold Me A Policy For One Million Only I Contacted Ais And I Spoke With Mrmichael Rossi And He Said The Uninsured By Rli Company Has Limited To 1 Million Dollars I Told Him The Documents That Ais Sent Me Clearly Show 5 Million For Uninsured Motorist And The Documents That Sent To Me For Attorney Reviews Never Had That Information On It I Strongly Believed That They Did Scam And Insurance Fraud To Sell The Policy They Provide Me With Falls And Wrong Information On Purpose I Spoke With Sale Supervisor Mrtony Cohen On May 242019 And Explain That With Providing Falls And Wrong Information Their Company Made Financial Damage To Me And They Have To Be Liable For Their Damage I Told Him I Paid An Attorney 35000 To Review That Umbrella Policy For Me He Requested Proof Of Payment To My Attorney I Email Them My Attorney Invoice But On May292019 One Of Their Employee Contacted Me And Said Their Company Will Not Pay For That Financial Damages I Strongly Believed That Ais Involves Of Insurance Fraud And Scam,Time 1559336228652 Text Sadegh We Regret Your Negative Experience However There Was Nothing Fraudulent About This Transaction The Application You Signed Clearly Indicates A 1M Limit For Uninsured Motorist Coverage When You Informed Us That You Were Dissatisfied With The Policy You Received A Full Refund While It Is Certainly Your Right To Have An Attorney Review Your Policy Documents We Cannot Be Responsible For These Charges If You Have Any Other Questions Please Feel Free To Contact Us Regards Ais Management,0X80C2994Aaa132F4B0X4F1C13859Cd9B70
E M,1,Sin Dato,Sin Dato,0X80C29Ae82757A60B0X642Dd965A145414
Hosep Kozanian,1,Sin Dato,Sin Dato,0X80C29B01Afeafc830Xf765Ecb4A8025F2
Brie C,1,Rude Obnoxious Sales Staff,Sin Dato,0X80C29B01Afeafc830Xf765Ecb4A8025F2
Lauren Thomas,1,Only 2 Tellers Staffed On A Monday Morning Line Is Out The Door But Plenty Of Financial Advisors Are Sitting At The Desks Doing Nothing,Sin Dato,0X80C29Ba09C8094810Xebbd4F8Ab1Fc0Af
Patrice Nagel,1,This Place Is Unprofessional The People Who Work There Are Rude And Dont Even Get Me Started With The Income Threats When I Owe A Debt I Will Pay It However I Dont Owe This Money And They Dont Care I Rented A Car From Enterprise I Was A Good Customer I Needed To Rent A Car For A Long Time While Waiting For My Car To Get Fixed I Had Rented My Secind Car With No Complaints Paid My Bill Each Month And Never Had A Problem Until I Took The Car Back After I Took Back The Car I Had Washed It And Filled It Up With A Full Tank Of Gas 6 Months Later I Get A Collection Notice From Cw Stating I Stole A Tire Inflater I Had No Idea What That Is So I Had To Ask I Have Been Trying Toclear This Uo Since May 2017 First I Called Enterprise No Answer And No Call Back I Callwd Cw And No One Cares Ive Owed Money Before But Ido Not Owe A Dime And Will Not Pay For Something Idont Have I Believe An Employee At Enterprise Dropped The Ball On Me Either The Person Who Had The Car Before I Did Stole It Or Someone From Enterprise Stoleit And Is Blaming Me This Company Is Full Of Incompetence I Wont Pay Them A Dime But And This Is Important  They Will Never Ever Get My Phone Number Because These People Are Relentless I Wish You Had A Place For Us To Put Minus Stars,Sin Dato,0X80C29Ea70B802D550X1Dad39D75Dd9Ce8
Sakeena Mosley,1,This Place Is Illegally Charging Me For Something Im Not Responsible For And Charging My Husband As Well Double Dipping Frauds,Sin Dato,0X80C29Ea70B802D550X1Dad39D75Dd9Ce8
Kim Matthews,1,Olivia Please Change Your Attitude I Called To Pay A Debt And You Treated Me Like I Had The Coronavirus,Sin Dato,0X80C29Ea70B802D550X1Dad39D75Dd9Ce8
Juan Neri,1,My Two Roommates Got Their Bikes Stolen From A Garage That Is Supposed Two Have Not One But Two Gates Where Only Residents Can Go In Both Bikes Were Locked With Locks That Are Worth 70 Furthermore There Are Supposed To Be Cameras One Guard At The Front And Another Guard That Walks Around The Perimeter Of The Building But No One Did Anything About It I Talked To The Office And They Are Not Willing To Do Something About It We Pay 3500 A Month To Live In A Place That Is Not Safe It Is Ridiculous Then They Call It Luxurious Apartment,Time 1510346020632 Text Hi Juan Thank You For The Feedback We Regret To Hear That Your Experience With Us Was Not A Positive One We Would Like The Opportunity To Learn More About Your Situation And Address Your Concerns Timely Please Reach Out To Us Directly At 3103370800 When You Have A Chance We Look Forward To Hearing From You,0X80C2B0Ea534Ae9Bb0X9027F6F18659469
Daniel Garcia,1,Complete Rip Off Not Real Kfc Small Portions Overpriced,Sin Dato,0X80C2B126E58Bd95B0Xec75330A286F453
